1
71244822 4490
3474984 51385307 92984696
66706787 15404294 265026427
23102973 62105829 141068057
64510663 35317709 140366874
65269656 1894713 439016407
55847323 30212284 887065049
19317702 18769793 613334857
4422875 17464831 900374303
17061221 3886202 431017451
8014454 6344633 233440669
35616205 10871039 746366251
12465028 33357341 566736747
10105596 27338733 206239329
28959010 59913088 165405183
37859258 12270109 595311596
11376591 36504793 650162633
12488545 12033954 535389226
64199439 35180015 280526684
58568176 16029358 550739706
36267061 70301826 534142062
21541442 1289190 328794391
5658679 2488659 397513736
66890989 56631617 445740212
9097388 58259799 678470266
43622581 29350772 485541330
55275529 27348360 552142324
10139612 1313048 564918872
18894061 49171496 509568919
37050699 2888729 690231789
14860035 68912755 467584909
3834204 45304397 923500483
53343407 36439023 414592410
36315345 29538752 92733053
33863135 32387095 381233653
42702154 58038098 331623093
43919034 22183099 295407474
5784279 54319458 345387608
58400523 44030119 375489674
66527849 69005228 562647680
6501049 56761600 935653109
2958557 62078941 935587448
27483607 4454814 894229364
5241052 69857890 29441496
13638457 58272725 285964363
60515347 46894866 7807179
47229626 43367536 657241842
37458185 54433631 79162125
39203047 13968350 540465137
48179029 106666 156004944
57760521 68895468 762327481
2787801 29633065 974356559
14847380 17364366 89997938
63237380 16303857 49109543
61911236 52378934 535582859
24687564 9684112 270364929
51269935 55328751 926423607
16763022 53274127 340382408
31239639 38383767 399220949
58680295 30260265 736126161
18704775 68006059 374326127
67026476 16495263 943706847
62979099 33367976 239215693
69369971 60027182 99853715
66224282 59054084 324183587
36819726 9686783 546518262
41118806 28689683 509800309
61745711 4922716 831058769
45256333 35175011 619340014
17276601 11104692 265597911
27571523 44735154 952659064
364713 29920254 811963895
41773506 54000913 667694886
43359495 28592208 711406542
9168717 52914868 272487798
7138238 6099038 884539569
5601326 30718370 360016393
35743519 70991169 313066697
4717780 47051579 279170300
31716393 41203835 655952937
3563540 910696 71912512
11384540 17424180 177371031
52654384 70164745 383394766
8893113 48020892 294989593
32057140 6318707 474664896
58610504 65231202 684482371
65748785 22109085 75073578
64671384 14087272 836110355
63909970 12587749 90367240
5877112 23407589 909759345
5332967 7110636 542922391
25866566 11881924 733903294
13444764 38407791 614435467
11841172 58379312 304180998
69100459 12091646 505252918
43070307 60502880 692968429
37012597 14421031 150224703
34964703 2740260 946626480
35140340 6101599 739837901
3633466 8634238 984960934
38348976 24619142 86346468
20271569 44494953 24832201
23302661 68515810 428610654
3493672 64204993 595501248
24072257 6378695 169778829
40799101 58676374 989292875
26447043 57129992 396720118
39787252 50655844 604506864
43974647 41376927 880096741
23419098 30942 676666230
41156273 30407882 944139964
69763215 50289963 889403154
42017882 45159439 264953773
9966990 27848301 57148424
67825719 63601994 621983080
5801174 52443850 688843517
67158174 35326 217488363
49434842 15059788 180823063
20528375 43280308 298049278
30180311 40547154 664193303
37953253 8529588 143204418
18164726 23261739 677723744
69615716 64857205 554317278
61507948 43744256 965393642
38590746 68946861 883871852
59694086 20257190 212880238
7037614 60528314 31801953
57298854 31782489 513449503
49053088 60643259 51047928
45950837 9956351 51880314
37764399 54963233 906092174
39854805 36377630 807228885
62597430 32196918 264509345
11006427 70166390 25930433
57444074 64094595 21456759
44532891 29900213 57398547
19535870 62662209 453571115
67957630 40732371 104853113
64124023 44290615 61791215
1597433 31765363 11185785
25566164 65623317 264858704
50628800 54561233 97847147
52811598 21883327 504163602
27597360 6482674 182006474
18459537 11160869 273580247
2765023 51467916 324734155
68409260 7918628 590727884
2589855 51870871 374049904
52845097 18639150 505938162
68355237 42946642 696454468
51757799 57883074 109657987
55548442 17690590 545073237
14285473 627497 128871372
52456075 9108772 35387367
35580077 27858949 234316294
30040398 24527986 395186541
35691964 56920390 188304474
16262033 37934683 597781495
23214343 63293803 323111613
8353005 49634831 268929129
6785628 51282072 936954964
61296444 49213259 479403812
62916846 34452070 393924521
55491851 48480251 202255175
13002898 20063609 653337740
52354805 47839716 175533676
2643814 67386486 459453191
44527066 46444535 324609650
54717545 64201753 984442621
30783731 49262844 566149007
17554963 26478621 874466767
43242610 33517769 19151185
11938101 70880903 647817033
5369563 49785379 317208889
23438152 46900532 55061764
54433017 18369610 578811216
34097776 24713580 941477812
52161069 46577812 855499273
51762360 3722875 563294873
10998530 53001867 713110358
13046069 49744244 319470085
2682338 6756584 819152815
45961960 40635602 945169124
49711471 29085131 654225836
10749712 5224591 119359475
68472807 52572885 88679017
46254829 28844961 301968309
44117996 4610224 452343312
12611819 27882015 388389782
18692404 29428567 382237078
67565428 34800688 394973221
32594788 59779741 651855826
63646281 30394633 730638774
36579916 65444714 262561528
55962159 25916592 553735867
16323538 42505772 565377084
63789794 11932815 904196196
8551265 54617743 462807112
37747690 45243010 228950326
531342 9491353 107198211
36277997 29052857 644490680
25191861 18349358 618770495
65243585 20694005 160431102
13690281 69927128 739347253
68933594 65352257 871082988
23625811 30552306 947761026
8242338 44733630 435725799
11674257 43622477 944407523
49828885 41883457 849955482
65340840 38226993 669264392
56821704 29507711 988175919
42573029 7590183 995942160
55236728 2104002 662052508
28167626 18113124 348993533
25460107 68131658 893401767
27761400 56746165 206578486
32428538 16003844 690191644
58444356 70374282 281401371
26984891 37682415 505710896
33176432 38304007 137786617
3036960 70431175 732284193
15686049 65237954 588775749
61107236 65260598 273894018
10379395 62306692 310423100
58055000 64576416 636871406
7313664 18412815 110009881
33781522 39342878 152617336
33311107 32798925 519963470
36407848 58534524 595487533
69891612 29506991 226827358
16074029 55704409 880621654
5832042 50300622 341355101
20430901 16750720 49403864
49059180 27772209 930916641
3375853 44470424 117109814
40441187 61898517 221419668
47054795 41721434 80896207
4681354 24490909 702652641
22083585 48003977 615604178
21510527 12013484 895360661
6446735 17721145 465917116
50663072 37562230 942840039
28930714 8657764 56100024
16341947 58120857 67864514
8638776 39420611 637932903
16625585 3092628 536915818
1000112 66177597 881873481
63238393 20201757 337796130
53503902 15714510 137257311
47059597 44381859 566943015
19187203 5773731 319727917
2763142 17000279 60843166
18006972 20229092 901247258
572863 43462527 611041563
18151392 64587189 514696461
28046358 45821483 231186539
65180778 52096030 536377579
65542941 35292200 961511503
31294516 66350552 595193078
9949988 41273763 645859159
38244195 23895547 839750129
1019726 60476530 90291531
32273563 21202877 116377477
19035367 21447303 446048936
392801 70700692 765552825
24275040 9623913 815825364
40387644 55243449 347330303
22561669 9387513 74612396
64312703 25155913 125718196
36258683 43203266 457819510
44764810 28225001 385807373
27099903 11841815 287019320
3306120 3027203 23076605
22604166 11018315 547215770
14000013 43090640 237554294
28870951 61733652 207558876
3125746 46048401 298097613
28589496 19084870 859308725
68872871 15258401 428291438
45199347 10572428 416139122
57455558 49176054 162921070
45481685 8469936 47045779
33131233 14636669 551551422
42531312 1388270 351538554
69746143 30533999 48431227
10189136 15813197 296116596
37714798 58314427 919545516
51052344 28933288 558246806
53312610 28005690 101880806
57595017 23820072 817731174
16449323 51309645 980232028
69527730 7569933 993292500
20677552 254285 960142150
62777867 4455395 267263386
44371916 66064826 224529938
32219050 31354126 409574726
30453985 40611896 189554643
63022843 68435405 715859352
54556826 27370501 849512786
255213 49280629 388789113
60152405 62694107 84156624
40436988 22771312 15331915
18320650 60399085 682762664
1668635 48901592 486552756
11365526 60611842 440555260
22462591 51058819 790971588
67158279 55995820 783741784
17752975 70172835 81387733
50525614 15439165 321467016
58342559 2700576 286862916
23629761 42618876 255139
16799890 38415420 747026112
62758796 3535760 253716820
66273731 22127025 788060712
7602007 39703624 774257953
34818371 61336021 827746879
32274098 37929696 193983490
62175055 49622069 845767200
33137574 36061297 332476635
20208095 49547586 302323030
38474110 56967604 841682481
11284928 50657778 169710148
56970174 1965325 419664817
62002919 48864182 136539236
66432394 14391000 706861287
64285544 11519338 256796542
11142939 63994257 677073111
12962503 21986254 419461348
3461885 17888681 562706820
22058520 40358280 480364567
33286703 48522079 819846865
598364 54305455 964578180
6664182 64381662 268853302
3895403 31336662 626936439
19611550 26964041 538852199
33959234 24206617 261445701
2481844 64550738 673081436
35339314 55128938 228727784
63262824 15071165 831111368
63147147 15289325 125880215
39827674 69415144 821434467
48483808 52742714 681644081
54127697 49138462 866687315
52145304 20181533 679817663
9340129 9670227 988812312
47239549 9349779 727413115
39235210 70012145 861686975
17846529 44813292 248107934
42271041 58773317 15720575
4427691 30425595 531455534
19700622 56034082 525052895
48131236 64484132 377048687
30356848 14266109 469831667
12509020 7894467 927221934
39696265 12742233 6010865
57175319 32132717 800374234
61790102 44306323 256134582
70278481 10445351 185259849
68070813 38750899 213491485
154396 25877915 478659439
63361821 673810 650560475
38723511 43953653 906935849
46638985 69043246 66146387
13021648 38737225 381423074
63016679 65096501 59137999
35955844 25759327 73733852
10741296 51817325 125235980
70322195 3007924 160737115
59131619 13094534 254852245
19684336 49360433 136162994
25178244 43484826 648013927
21297155 67545578 62500719
62722488 58473231 690481272
3278802 7558135 199403893
3119688 36728333 907224837
6746433 65047685 184613744
59655394 44079846 663327726
10407117 18027905 319950652
70724905 8072328 573671629
46790897 12459548 462661398
40474455 30196569 375968313
47645763 56934280 78422746
52154570 23930048 358894077
7947584 10781947 723215611
10177351 30200249 258607907
63030071 14323805 503746276
12080892 16154056 543080659
39755142 11410999 931789466
40315737 2786422 587794740
53234150 9821024 785387982
52820632 51573507 809319427
31154919 64917509 898472704
64892672 28751221 423604306
10565343 47103723 17300531
18548173 48324674 945518691
64120079 34018814 589300243
36346565 50208883 983061816
30862651 14397146 918624760
9315256 8857836 72404907
65606860 20273488 451520513
57423199 25142018 588740632
17765203 39693438 213766741
12628952 58592558 558342860
34966316 18734690 782258575
10638419 64580379 642549022
880332 39103287 772856227
46790272 11874562 38846003
11773367 32359593 678387289
56132004 48388750 953238973
51778566 34798066 810052861
13819115 21093535 387425818
1679874 42227448 793928218
6661105 64823561 870907956
35542026 48897966 679820199
31193084 5586895 301977434
65647624 7298405 869350926
41883836 4168078 386215143
5444667 34854282 572065244
31426649 25226399 106341930
70173455 62793710 127563739
52391831 46171557 217266395
16315763 13007776 366544402
70006144 6223826 269363513
23174209 46546416 487827916
3585009 26949741 383716365
39357703 38965085 451438902
47692775 10279087 421078310
37083133 17305860 48678661
28417600 63746696 595856798
9380570 53575372 968190500
29000716 12096387 642971817
62791018 65790779 795985836
56497801 21846111 7264677
30670115 40477592 131074045
1468850 31757867 862806042
17430169 42825946 909069014
4160371 6130397 684830081
67017077 23808601 577301645
55395818 53269591 93991979
38000095 43093324 665914509
24254722 39483992 345082111
23144953 41976766 991294463
28735380 39676720 988470260
34727227 53682576 73807242
32997934 25014974 706432104
42377673 57808836 947934115
37814995 69850574 773914511
13511592 58020859 436919217
14349494 7971878 944990959
44720331 54402202 695219407
6006985 39018019 108108819
70293432 6662622 3856079
50186495 13138010 34269352
40566410 13356534 477668072
67983173 57388762 562005347
14048564 3554346 211137430
31494250 17217007 406398283
5510216 44663860 492740583
9654977 26649811 136055419
20902390 33935052 134599092
6430856 11265610 557258725
65718586 34029693 487799337
60283994 63373668 194240055
69461910 30087364 6067209
60170656 43014650 114507887
31503465 9997546 513821250
16533462 10384705 542006058
48371844 52403113 110386767
65802380 44419897 640526944
48117033 21601984 340255278
37800819 56933247 174104033
28918012 49231114 768874264
8634141 56092826 156827260
66910621 66413837 298458967
47574489 57773005 849921082
54154173 49945419 400234264
5677130 49379429 524051734
33103300 1642943 569494406
47489305 10836 563213637
14611413 69861580 462648614
22492134 70341250 822460894
20382018 25124231 108338288
62567596 30797337 431962508
50521933 35431418 885768865
45387990 62910763 929053501
31585547 8793412 343026738
41623049 13325442 878373654
44069642 68029350 847467099
7023015 61138535 622107272
54285168 67718935 292928006
66580511 65818359 996789140
17761005 24481399 895678832
47283163 16876380 979335621
33830260 2799558 389249754
4825378 55136148 57020947
23237330 49756885 340353046
54752798 30651051 577135090
57799582 18163093 733326817
10450398 42245843 384164495
63778691 61071850 974836582
26513412 36564301 130551143
44260689 27756266 577800071
68802136 48693053 759841586
57422944 53908563 218340625
66395889 25308211 960524569
57716327 56035334 876981518
41148928 25863214 404125528
14209276 32985065 863475102
13843346 46363020 25412030
63930508 11679228 958151647
751564 66546603 649359552
45692662 4322310 124117771
67460092 9941269 729272929
29610497 30365328 950962891
64706890 68042923 824915397
49154624 11292694 638657078
56596765 25567415 589004616
53665598 9519169 460968481
68781553 24770545 707158410
11077911 16008519 527939298
20640702 58963577 598972067
32250710 63811198 924657791
20264899 22095851 429210197
28512286 57739943 800536260
60573718 32521383 388513895
2283713 62720958 329596417
67465652 61748375 164307152
63156306 55584743 842559942
37096532 15567428 531076576
52535227 30993153 824431883
69453599 61924323 338633137
24656434 30211153 211294546
55743145 26676888 45515496
52860390 20118241 485326622
37365255 27251373 493706179
31139318 3993376 555884241
12059470 36718400 89836785
46930586 67110031 605697558
45098530 54848323 364190688
70013270 33282125 675765179
63608011 13781697 358422188
48885596 50363807 672105325
27558860 4383560 366609684
5322230 59312590 321941009
40441357 42740031 731759862
45990591 16306743 2450041
44023111 30083855 703993972
63966521 42325369 870306020
54176715 7912206 3800886
34574397 31916584 209090237
2552092 35445796 578851813
1768634 27532400 87743484
14912513 43038053 654793487
14053759 12600894 100816898
20083457 40265402 983701997
28430557 22405545 200151743
55297158 68811960 968365008
2878661 51379195 400655754
46605411 46880794 879804833
41951214 1347221 375644459
63660669 1140892 335048209
27144573 61222948 163908315
65636004 51627038 712970682
50345232 56104150 728342004
11835868 21263346 534370971
7500325 32478856 594333057
48082258 29348577 660979878
14117377 3034436 173670197
62961876 25993348 606616681
11177434 17548629 246395975
68475363 9861563 488236615
11847067 45879192 81601155
698684 48816471 840849496
41261366 52409928 649307621
55091963 18002000 686599051
19875618 52585816 541515910
23547161 64621145 312185644
38217437 28096034 302929154
16766381 9208411 879598181
4497669 65806863 512610436
63155202 50371946 566781704
18196259 43319996 640996680
49220666 9124572 506881552
25712528 44890095 228051450
70839401 49950213 887760549
46374050 21700666 185801546
20762017 45381104 838320229
34572242 10417076 772682815
65289865 34870205 49731503
35626003 10073704 71374564
17724234 61224299 550469815
52008459 13441947 178796924
54703369 25391016 980441730
55277712 37482313 999526908
10337363 70370568 207218352
16589771 49036487 669551027
1284317 58005831 264626563
56441672 815756 435563968
47892150 7318506 730369064
61375489 61810878 820881774
23101014 40216292 700004289
40912441 23497196 558900597
18437960 1208025 512054496
33801248 71214756 175639876
31628629 11744509 261948171
39554908 47638049 447175585
68062985 1757236 77886202
45594598 65287683 733021399
18273570 69471362 90812279
8255860 6250627 735955771
4603991 27269002 307432643
15785063 62650028 865888952
19769350 69217894 833330266
54131266 46868147 131711679
35271465 47887272 447115487
6650741 24138960 592011149
4818478 30433933 406527352
33199207 28094190 507298583
52463271 60780695 543193263
25237415 13249220 793197741
5761290 3818609 183293016
65621485 69413880 467411175
7533859 12568640 92430617
45057922 3287311 286987939
20121752 11616197 700754135
36614668 9813388 116608698
57957782 54964410 882958869
23579097 56624509 764680265
70292916 8384445 217330398
59347844 689509 555991116
58173591 17100014 500492822
58541557 8828062 234411577
3278657 45007704 901018437
57427183 7846378 855936579
16003229 24861572 363777040
2946710 34808398 457138067
17077464 16869365 833463992
59464283 52811335 630241213
33096611 46289494 859400313
56848192 39238345 325122981
4960392 63413656 858070677
30792148 7959587 472237987
30553453 39097383 155295107
46011806 45779979 726209215
58332304 24835898 693980744
38936097 66705264 682534391
26614382 20265513 835986300
1667368 43351898 368986992
49532317 44384467 636803379
29248882 53050272 334062784
42178181 39782400 112847728
70534115 9142510 571954106
58623082 44242892 506369890
42009974 5290034 714571006
17416905 36463045 249225232
29207767 15002017 169635808
21537945 14960564 451161241
65448072 17001688 229212811
12757262 31220805 916323416
69253392 21988913 563023038
35909619 11651971 186799531
9798170 3945588 858959364
11839449 40837013 798441864
61561194 47312646 616265447
53000361 10428926 183900566
49482539 69993272 171686194
26965585 21174216 450079056
49914727 63420450 160874180
41563960 64407823 991770690
5906128 16378801 594088856
46367092 57646793 521327595
65909155 34968470 925981502
60057046 15906047 455096400
60684686 42490054 797404271
47334488 11957857 371840967
6079402 36948457 681746810
22409985 58134616 95917658
27878984 13646294 933964798
27783183 46312605 808281867
32432185 17655546 814473315
26565678 66985600 77660947
30992014 9346572 379050987
60289932 4856233 87780294
67935301 56828805 338979238
39409094 17616554 429125520
57724850 33171200 803901199
39394059 50730218 547075737
38469923 48687804 558969997
64714064 57263777 112765100
65717432 40378743 771298151
64141240 70609168 386023493
70300968 5103512 647196332
35314449 48263657 163604745
37455040 63713865 8582353
33622974 44134670 1222615
26983453 1166021 269302317
17923683 18913601 481550688
11197232 49970333 248122544
24999816 68945366 885522444
22956008 61612722 203151617
23896249 15547430 163403453
186780 54050828 761746226
65945629 6486853 668548724
24498481 51611730 572358480
5190338 38226584 724103484
63332097 27168616 685255193
1335217 63442595 877586003
45684203 60724533 664221397
57164888 37215310 955697257
43080848 39274649 44322956
48022568 10386044 238062565
21661321 1426113 406183521
53642385 20801290 644066816
42558197 27625502 465967369
11800129 56000106 545746217
40047885 542930 353801496
46958427 17226011 525045056
50703838 20557308 401614842
2110537 63658778 462590897
6631865 11555128 755891416
19849232 62182460 486299764
70589799 5064489 917829004
3310014 17218709 157965923
14023877 67784558 927832115
33427752 43053441 335620604
49034487 14015191 392948939
11401878 29941281 34756918
63522957 57155739 589985865
37199394 30008426 159558844
43915828 53913208 588428100
13889424 15887378 974145095
37827679 55506588 774716223
22635029 44849898 249514060
30757122 40970569 460227432
58599486 37323129 821064611
34652828 12098874 387871674
34141884 36711820 351343287
54942420 20850855 386891768
754934 32203683 21111805
66533653 40026089 432087293
34442959 47716300 898199870
1517694 53095307 258946668
48678956 18754839 521500717
