4
1000000000 5
993339 500664 488456379
1447686 1770021 689627946
309637 1655823 285972571
1568307 1583990 359715610
766119 1077479 227781243
1747496 736905 308543489
1798373 1237208 599854159
43980 1546444 578409428
242071 313788 74281518
1027859 1114017 649330002
1598239 1460238 974793541
469231 495991 304572854
351171 2041443 278249235
1913264 75613 269467552
408334 1011197 636812531
1607684 125019 567688239
448920 372889 664249347
1423012 653964 142325120
30543 615151 946345992
935791 1619849 907689774
1425881 887258 995527461
229274 636852 589093953
1112574 152678 933183029
1655932 1069247 236291534
2072647 1659710 596210772
2027557 740107 942888582
636021 445459 368206637
1938151 421365 344053271
2024964 1456333 452174840
1658641 1593160 455960449
129324 646545 207512252
1306994 72861 201041979
472032 709233 402018930
598356 778813 432587900
1675689 1120377 167466023
396474 1105521 931155554
92299 1442406 612135897
1148633 1287081 491870591
1450460 1476857 873223576
993315 96673 570612157
917841 2058385 819955434
1762141 93214 932190844
83801 438202 398022402
1316771 1207677 654449973
1218766 1970757 662540157
2099892 1524081 571235056
1957715 1890741 424791840
1054189 468428 607118766
1534733 2083934 174179050
2088982 1725853 249333510
269210 843258 909166573
593517 670565 423923141
1989139 1423685 740106718
778446 193655 899158986
1774575 1981221 613720381
864038 56648 337739785
912476 1629907 897760527
1861602 2138219 841790957
950270 1092059 725440227
1930495 592770 80188815
995697 896005 900824022
888026 557285 207569409
921777 414771 239919883
136560 12688 717208129
1047984 2152990 848988968
1076175 572613 934871842
2143085 220262 423414656
1510067 98776 439744862
492000 1400631 5321063
1215581 34827 673188231
1554557 1031416 287560752
1224905 863591 321440662
1009830 1519692 468577837
1238197 429276 367222349
1855764 1271482 95531200
687050 513187 156746438
911951 1470297 776238619
62855 952724 965923943
469361 1631800 85549785
550694 1450458 743792395
581159 635267 984072178
2112629 40779 381079730
1525505 346732 979083129
1460992 7773 353633562
1854120 872573 951566763
80976 97299 608437567
548743 2111407 3603393
1123757 340804 588940403
1696187 1002274 602799713
625107 2064614 758671902
586936 648425 678465707
142542 1285668 926749270
751678 547846 966944674
1356696 373458 895712652
1769311 285606 335489597
1757501 1219344 700758510
1209453 571860 705539291
1353014 1117554 259660798
1615620 758115 804736039
709927 1970720 861161148
434668 2117349 697760548
122352 97096 115211275
1204593 921147 124495756
1024015 2151253 289625041
255104 784042 724533182
1939290 1703903 914800862
1825320 1351389 590884182
342088 1513959 40007205
1401811 1668643 768520860
222727 397467 331079428
1019255 1759321 814349517
1451643 1714282 73407332
810992 1537267 519549493
2132636 472145 517594586
1241750 275018 496964149
1314541 981462 311513216
1532821 1413197 33491679
121802 1836223 548463971
1333973 232809 83886534
55672 1315077 299796865
627174 775817 691347801
969604 749487 503633400
1704355 1430855 385977658
1984982 779102 239447852
773754 2110644 304517206
724820 1590463 856293086
2000032 1730925 643865127
1148274 1545167 204405577
1528101 1259178 615652395
1696571 635464 521573393
1745327 1898846 853283349
2027990 1070543 396763038
655562 635568 248086881
1768383 1140545 812898026
287531 67828 916825900
2020593 614975 67587263
986274 1270307 542962904
706320 22363 196431744
540549 376898 312393038
2152094 54699 692286984
1849436 1177811 422429124
962894 55937 840274948
761570 290499 659421901
760381 186114 687776331
1400172 246234 769510245
1274773 69966 209210470
769970 1538187 371531187
1972320 776566 854744791
1114217 397451 495497265
1942654 1503905 669563790
1168206 2116100 409762407
2012154 124134 392070005
817402 399867 792373329
1458263 1906171 568800081
553337 112333 860790451
1961792 1438901 672430111
2656 292840 403128544
1528372 492954 298192276
978137 1246034 623528577
1556775 1140665 690121348
853148 265697 283119028
391368 1187734 819587624
371707 499119 667095858
1870976 1955959 935578930
1483432 843695 157850435
478643 1218104 254382194
1029374 1226023 991778750
1618842 1807258 259963036
458089 997246 631937436
1632807 829977 567245481
912985 388189 450577125
1460649 868371 670783467
845884 1422180 590640670
1529559 525599 517076302
1346101 183541 871629375
813486 2140906 993301191
1415281 14574 754881855
927164 374109 247196125
1007053 1288119 714156005
588970 1316762 663069604
489130 86162 729977973
1624478 414985 307165874
201081 1509769 567399282
1097054 1656326 57202553
532461 551403 298939657
855148 1567088 665172791
573749 23825 607638166
747550 1240101 467255496
495036 1800635 246552364
1688592 114178 815049796
1871843 1306265 18116170
1144438 25784 246478952
2093050 2054531 982201550
1200691 1018809 122818202
1227893 1912225 999408583
2101644 1960116 372861890
1632302 2000423 848342435
1737403 2001309 570052685
440954 647213 949730095
492696 1522434 366502731
967751 1986847 60175634
39712 1744257 892689951
1059647 2073226 690787024
822483 111721 299400834
582068 1356424 548675230
386956 588950 783454016
718988 1346492 114379335
621882 983241 806571076
945638 956078 880622610
1775818 283605 569947454
1608092 210740 308797447
1400156 940719 66209080
1458187 1129415 393269717
663785 498293 562118835
111275 963139 684781890
668985 122728 636564433
36752 367046 144609712
57042 332308 52374392
1593038 1068242 796120653
1044865 802078 238557114
1942654 2075585 238042966
1817490 1253309 272845434
617015 151615 687196423
458383 448139 688320107
1634463 664999 837101312
1884980 1254364 172821984
960980 1717205 726779753
493026 1299995 493518288
1972433 652520 111630158
465296 1661326 253498924
89531 1963416 544735060
1109931 471365 232307069
2062737 752640 230701047
1138439 1454383 840569946
1074995 1275328 944970037
821428 97516 596616955
1897045 218408 481563648
673122 1960807 683538942
29978 488680 391341502
90997 1194788 734883241
501940 555850 984427044
1798470 826503 234284002
28873 1399861 153289343
874666 899253 599221102
498686 1493377 593870305
1983327 927209 792405574
1609716 2028380 102405339
1083358 34129 909940855
1538297 1657103 841233034
1008962 1368928 581441726
1601989 1369029 466235617
514982 647814 282662386
2054102 1720465 487811781
469049 168402 78702472
733462 439896 518644857
893659 287973 343279869
250814 1626811 163984490
1296643 2102201 440746591
1848001 500663 134295640
737277 1255334 485253943
1674218 116687 423998533
552051 1145482 728988366
1604479 1795384 339491228
377707 1118927 55255309
2054354 513521 661720526
432253 2016489 114620234
1096116 2004287 803336305
1442231 134543 55968031
178488 1643835 555934291
1901453 125457 770502681
598581 1164659 884621804
1496983 1179502 106074559
1268987 2012043 539702967
1976872 772670 532819343
212048 1207797 609958887
1564102 1895494 955520842
1442355 781114 512971321
151460 2009650 163665143
1086111 707016 866297536
846639 749728 62893900
1053873 286423 521371073
1587855 143438 613057177
981317 870000 407356738
772728 1905889 209246487
587686 1954551 616474240
1170053 1066753 277446996
430420 512188 531919521
1208990 1968335 937435118
819522 547772 239756217
2147418 1218454 716167302
1939592 1284214 826961216
2012878 1229290 164697023
1004743 1869388 276941992
45463 86459 490019244
2029105 768458 376009262
1675834 961284 658356342
659403 179349 237310808
2146579 847826 860185544
362876 732796 332582884
12813 638271 128017800
1598865 1217785 176991870
1014169 796771 121694103
1316278 1915215 430572678
1738396 2028112 734760876
2118491 830072 277481452
1916722 1955048 7089904
946030 1631287 365103718
1814426 1654411 426675846
1333549 552353 773105940
1115755 1178973 512611841
1547508 1309451 806637464
1329960 1719203 755891394
1841374 320494 619377818
2117776 1289972 678212432
1094725 975916 692023061
670631 1591298 125585358
724090 1309144 337296039
1824073 1133050 226635164
1443599 307548 781232825
1366583 1203730 331287674
209737 1504543 130977937
326523 388802 99459919
501385 459188 405013013
876469 1098168 186970188
997992 1285619 834595570
2017565 1683620 458966972
1667469 2140657 86466415
999434 637047 499793412
1872137 1577266 849791367
937987 1541928 164500338
1974934 2144525 753489867
1119544 537855 796408398
382121 426025 987960591
269096 729125 397442501
303461 525055 718554594
2086086 969137 234212458
1294851 1551473 732992464
908312 538259 744608526
1137102 1554828 345193690
1891640 1927497 292694952
758022 2035988 853361819
1112098 116901 206491480
1843527 1006730 288724445
843123 213409 430313960
858297 459616 665927029
1502307 2013583 425699536
145896 963726 636888818
217134 1904353 612227683
1555823 641657 74923512
1146113 1100828 480543787
1386166 1867868 249589842
276954 824546 523224332
1732876 1521429 135208538
2129929 1351320 253253635
2093285 467725 441327254
964900 2128665 682257209
409288 232634 665531193
1892522 753669 232748630
1397657 2023303 963493489
1953631 343378 315642658
8931 467227 174620676
112568 1105834 440154004
984740 494315 506425589
923316 1571219 446721650
1588569 69126 846318502
1400254 219613 52639973
1650471 374288 14794294
1570154 409265 46922893
746402 399033 16020736
1237776 1121338 717371945
1842871 48376 517247648
1489765 1326232 457817251
1484419 298608 513752090
1623463 319419 182927743
142532 1679185 915957986
676990 269637 985343750
1376692 493072 67821206
1424509 1197439 716028419
1472721 1732502 152748175
1227672 571883 392314379
85119 332017 88423347
1454188 81169 311547449
1505161 197504 34947127
1870622 1073818 764993205
1510429 1311808 945391865
1846562 664669 193042666
616055 103484 46073146
813862 179669 545171578
660687 621453 12360295
539426 1147360 789160908
392085 565877 804691034
1046531 335215 283723328
1415108 942081 886943580
721568 1297997 198826655
985026 1985305 353628063
757021 1111569 817876712
243435 992219 673343338
752964 301571 863669203
1866314 1474797 999093828
1848146 1419782 68635089
1980709 1937564 661939781
1211815 1436658 877487437
1112946 200095 550387942
480934 951972 462069622
1140824 768455 486410005
638989 346383 13710196
1002936 1808235 637535514
96481 30494 300007562
572737 326589 142982403
451781 1376333 772013505
1510249 438741 419195348
999808 1321006 488139506
662389 848195 148912667
1901122 1978644 732340094
431051 1070291 692623202
1447074 586588 696786164
1072849 364717 841907938
1569491 2037845 261425657
1325428 340614 483630630
1969880 96189 912944311
1135978 759971 983590027
988032 1359855 643153921
179321 2006455 785888670
1238485 222677 953101046
1165641 717285 592185374
299503 1300827 51816906
1565050 1456743 993581105
2005000 300836 942103590
157395 513782 746262838
1874286 1420510 698262367
1784608 469986 436930888
1061123 499307 522480968
1639645 1784713 172410515
979979 2142323 910665681
784523 2136297 224564015
1551869 149583 255358805
441790 1267731 647383457
869366 209285 596834194
1866091 968813 256672008
1484959 605335 68170818
326129 627947 263429847
1923245 423795 559597465
516694 1231526 742026430
356951 1228421 320011696
382153 859305 164172771
825804 548819 212523213
339839 673532 367779996
1693330 1916819 808585015
1488378 569609 101654695
1527861 1109453 1975699
1944333 201044 143431720
2060065 855121 902610365
717309 1380102 727247163
161520 1905587 778698684
1281974 448673 810431173
15525 1976864 478547081
1937150 394974 776546623
370715 720490 952978118
1342600 233090 874793914
69712 609501 845316663
681954 1950413 697328091
440489 1738673 60375262
469306 584590 733530690
1222548 1504039 757914529
1038708 157889 506043048
240399 1172329 817197119
2031518 894514 490962451
1874282 1438333 487339758
1641442 362954 243881990
1319996 480692 154025711
729102 1400077 765848007
2121494 1472014 121992437
1097096 41399 826568869
952291 1488420 924909398
556939 1904768 985397716
1543708 1455366 481385979
1609098 1468522 340278547
1834761 991025 621945579
763103 1508293 636452925
479240 1484086 753197396
1467571 434854 624501941
1203065 341070 965243632
1840149 911725 531066796
571304 944505 588545655
502018 1804018 461821728
1551164 1970727 754529780
425858 1426534 122005517
1125421 300330 453563855
358812 1914585 327906066
169028 235640 731476673
834377 364882 134761693
1567726 919292 87182471
565045 182798 492906768
1312670 2112729 148823946
1293923 546539 457838553
554744 1164484 498679735
1463681 15881 986789835
1784134 615678 104567993
53472 846007 961206165
2002278 602753 574929140
116030 663082 639823102
1911022 1739238 263354648
1113761 777094 655881348
941128 207864 809566032
1815889 1481298 117247617
1559121 2109370 84526633
1543938 240222 384499566
1412398 573920 368773354
1674130 1457165 39821564
926641 1007325 590396308
1241476 86790 776095513
1986923 1872430 962807804
1354707 649385 726725393
1732372 2117224 694663721
2026718 1528680 117546017
832753 308208 657151356
1718341 2010935 943596759
241255 201186 620944246
1876913 1879782 743151713
959839 269466 228489510
1283474 2115194 609145805
1667786 1312147 467015462
745615 386509 400575276
2040759 715386 903415651
1634932 839431 558674635
1202535 1131251 568286371
1456086 1631767 405426056
222069 608430 430308087
665655 556648 916063706
1927895 58497 525264819
588335 754883 953256045
396562 215997 194742410
488695 201469 198235355
790841 1076459 53767484
1461428 1435783 123411956
1165685 803837 309372168
1556282 1215329 371758840
2033663 333987 684700704
2062217 329643 2043353
1920606 1141619 694262428
1150651 1558518 442156781
988794 1266831 539952890
317822 1988164 678292154
653846 1455768 245264295
2056995 2147220 859019298
1752942 731935 727122927
1390165 1377279 561814013
662074 826256 530390275
153540 359827 905079290
1521753 800409 606502387
2082468 1948133 72400921
1654094 1829487 739652981
159065 292397 526543612
582709 446647 903592293
1718031 610378 632556695
728890 1448300 720760453
1287094 1752092 56410295
326871 2127398 236769756
395366 1084770 548851675
1554392 553428 230701807
405026 1236551 73332906
327939 776106 909853745
1536291 1079664 678343937
1670754 573548 343854013
1685916 675530 547531853
442960 391829 530433746
904837 742793 620783769
410363 578370 970968476
589941 1467761 72926637
493110 1456082 740860642
1809481 85576 282887720
1284176 60360 508965171
494048 1091904 883212751
1470285 707935 133144197
798745 205724 893303305
806334 1321403 257645206
2042609 1792849 503676706
552545 1696754 503234360
541176 596677 203669049
1099709 1331345 49527007
2151009 226579 822268445
1193368 1052742 224950539
1072543 1505402 262843448
925619 1091879 758792063
1697028 1078526 344226889
583401 893778 261544160
1469314 1198162 954604964
30694 971586 674935052
2085759 9302 271620020
750463 1652864 84426937
1064438 2081544 258475022
420317 1036600 218663182
220630 54532 515335996
1479642 536692 713256741
1928862 1316690 177109693
1545903 1695445 190321354
1938385 25681 672651963
839737 1339995 652650461
1602625 1059822 604850629
1649292 787946 61032815
2046884 404875 483047920
2102690 2025616 516439862
1006451 1728781 687555788
1682320 1539151 361616572
1427095 1220631 268918461
1629538 1987621 697422236
1698522 651287 487058600
1219085 1344880 319106248
1507605 100756 718902195
1346816 1933897 960451831
950944 1844038 458020790
979655 1116829 857251809
1142540 1329367 977706500
1634665 2064852 599205222
433632 1864279 752729995
1954883 1281025 147171198
359953 1998892 616748415
312772 1668113 903516775
535439 1285172 248867852
206033 335286 490183189
51157 1485953 223765453
19007 1877702 750369944
286162 415905 177994056
2038165 21651 575842510
1616302 1791143 585880169
630628 1672863 431074912
1890890 277056 505958940
140787 566630 602724695
800632 1915607 822991155
265503 1305204 790641005
1888025 1308301 325002500
1829505 615236 294180861
219887 1859838 706396547
1285410 287741 142779338
412010 740063 623531032
1205627 1018540 638873429
1799592 1509840 254601615
1973787 873827 155748974
1983826 1400664 955199845
988953 994333 711357118
52898 1700250 427801483
489172 413046 660463022
269122 462973 498766568
1518311 1632468 827799058
2019891 1462992 631733057
2131491 1374953 280319025
1806410 2005471 292627226
1469745 89308 488311713
524445 1065659 922258119
1768317 559159 483429795
632440 1856133 649066704
59290 1824212 172604988
929689 1597473 234086572
187375 1753710 436785483
698030 954819 632234478
710267 736434 21107860
1946239 897339 69519095
1662682 1668286 617852437
906559 392289 599001132
103722 1206800 444124230
932622 1098589 54727685
1945537 1470308 657716089
993770 1587949 646034123
219566 1516799 63354663
60162 1352243 479441797
1778537 215594 228573279
679826 1690825 255793916
1478085 482857 942235652
1744904 443438 157195852
500990 1900850 919552592
777601 1706186 402467854
585725 583402 644568352
434458 273013 357095281
1192356 1267292 315331410
892722 1119797 618105446
1092631 1864177 733328128
1166546 654951 781745466
790777 145725 513686594
732098 1486091 277469770
623790 765011 383699228
1912576 1534222 686123363
73599 840756 274567793
1333729 856768 19666997
1541859 652140 356822820
394591 532155 80519072
349037 1422250 193040519
1472523 212115 2130136
1542965 1260360 949983555
113082 1412786 232861756
610116 83796 83301457
1117411 695408 977363252
95517 1653737 766392569
1607737 291024 426707943
822821 1506879 342423561
247712 1078737 454123005
2148940 136676 872428901
758105 1054972 320904017
739070 640553 129894513
774210 923614 504215680
318271 41433 129111214
1420742 216723 453019250
1575318 975642 42922900
687658 38853 400803880
834384 1209297 634262687
462575 439231 556094763
1982680 713357 302533523
823885 362464 444539312
1168401 1723024 507376399
2153753 381173 580834870
1743594 166987 679295420
1405098 741602 917936474
1965202 1359655 748146135
1330716 1913900 136397087
595911 960771 625926312
1950865 864685 43791029
87919 1336535 929647742
1068757 204941 992487282
320511 1178006 470321340
129175 1592520 677545084
376127 649555 490802071
130136 857957 737301050
566234 2156162 428285726
1135195 1844431 892517415
1728545 1257220 611246833
378975 1104330 335551827
77401 1025710 911179539
2128751 1616916 946110790
666048 252714 16566783
1663441 1010155 8715229
828327 1500418 397605594
1985714 1996347 843811097
739660 1165493 243301271
1387707 1306193 733108012
1838345 1314426 921822396
919317 1195142 31328857
1843387 1626443 519359424
249871 1355566 224678655
963123 1397936 247545461
2157909 2067057 801719161
705115 1950666 840698791
445007 1183537 53329185
653780 165042 995334783
748517 349125 841360578
593045 1393763 895835679
2043110 1804042 417918185
1015659 204325 789740807
990583 795216 109281299
428691 456887 443874649
1891429 1376562 820184493
2004316 1379014 483723892
702223 1553473 286823902
1572996 1626989 695006600
882368 1659359 869790378
1015811 1742936 887789382
996574 201301 210688607
1168700 915125 735645410
9644 1517483 72563352
1250595 1539922 336257389
19794 414472 552213764
1589991 1138004 666179656
1633391 1407780 445730576
1002014 804463 412304716
1471055 412703 989575406
1030977 1313979 61274918
1125987 1057795 571085472
195560 1096140 558670611
861914 571281 17071064
813883 508690 44631344
583094 1701325 513730548
1866950 1638172 79705062
1349905 2132995 346790291
284070 1160822 341411
1884233 1872229 279116643
1747324 464085 917636086
2046099 746438 912317172
918630 448644 495772839
988366 1185752 965118661
466846 635931 535759010
434730 1403349 355103790
2042685 1931045 746870857
122666 969349 704491461
793852 1195134 317216476
489638 1400250 525937620
83425 1076518 723255374
1001305 1694779 728378939
332219 1362115 139392743
841870 1123936 339883793
35890 750455 219734608
1862885 256062 650851166
150937 1608766 209760811
1126900 1633490 651499722
322118 1867158 129831427
1996481 474998 299222510
138794 599103 333931161
1107208 554219 629606773
176185 1618859 715391974
1662861 1579195 806437147
635920 1650748 691238136
1191336 910868 396712764
1151178 516455 209993816
1250463 1216436 857888297
1770732 1070231 876656860
82593 233570 842314015
606154 1713294 455600833
445667 1577047 483122387
117181 415853 376696235
1007263 355305 624265027
549888 1799404 639772151
256278 152921 841560482
1272252 1429658 235737439
1829839 1241403 864873047
1880117 992122 177645605
2019567 1867485 905139931
1976551 45045 818593762
719557 1011461 332589836
255973 1333400 158443842
1321469 1912636 307766929
694614 437405 958986387
428765 277077 124343354
2019505 883298 325169764
892057 131844 466356203
1565928 1088185 12107158
2148392 448221 459026900
118316 391350 476827728
921036 901032 804037020
1527689 1289081 166230937
2005530 274247 311479579
2076289 368071 112841000
1484985 557718 354394132
421485 17166 116120175
873186 2013881 808482605
469652 474031 432820948
205294 1050898 171613104
1474981 2091551 708030783
984049 458678 534161436
88862 1539055 911006285
1017821 1467105 573163916
1379336 1699062 13944643
1219117 695804 470255999
1416911 1122883 184317689
1260592 1070476 729575809
125548 1661922 879906876
875138 1980161 976842629
466759 1647382 217295836
1861176 1910789 74015181
668660 2155211 239811499
1662957 389799 366455206
1932290 1864841 453538792
252759 1342181 640193844
553129 1533253 47530632
212653 494784 419973646
1438615 437936 751609681
1654677 1262533 324178419
1160769 1129327 809621644
198488 341646 436086478
324338 441086 27852807
1766556 549441 936713894
1219757 849771 58052668
877191 693030 917977654
813877 25664 765999458
1949968 1780836 868902061
880142 1885646 642880887
1209196 2145573 120973339
191501 1483122 987876984
307512 115224 879895759
172870 1554703 427771839
826107 1890630 205899900
1196811 127411 693325124
282858 1598281 327749191
2096715 1573986 970078180
1556969 1226229 30321394
71795 1564724 423640263
1393044 1816601 3805589
1991061 1323261 236222109
1539510 1003605 962146049
455480 1851545 335243294
704788 1789223 546010632
755980 1975003 987535505
827700 2055598 677716225
1546022 1808174 567934068
136617 1743350 235407003
430740 1684068 992567911
1449175 1490866 628316674
1677127 886272 710447885
2088726 469546 404463422
295230 1048311 645790971
1903062 1983465 99263182
1627834 609267 828933547
1222370 919648 118424179
601072 230492 319663526
1362704 259857 14598176
322045 1205916 421841357
1875769 1069567 76557321
315739 1171814 990481549
630398 1638946 896650236
227757 1765141 524029043
1536876 2022542 785723783
1035216 2036832 886406068
1685180 4063 961901998
854192 847720 944466492
878505 1077407 816095093
1771527 463293 106007509
832279 1550948 241925058
505912 167252 723531673
70949 713759 403687182
226270 1728636 849633433
1373460 1585536 799195719
63642 1978699 218250245
1338396 1142678 462874996
1844300 213741 718112444
2126292 364069 799235846
1023682 1023445 951036756
673877 550813 574950863
755663 1396025 217857767
5866 865435 608658486
360603 1556502 378800618
1096760 974407 299856779
1301962 1630052 786763136
1198496 754713 193876985
1741301 933025 186110833
1937519 1795627 641703021
693644 1533264 924485792
1616957 839940 464668751
969584 1538957 307628788
1582514 1520502 752941448
538247 506693 266315176
1773150 1521659 917325926
2054480 2148896 498005514
1516915 1407059 208231616
297669 397191 380966576
1776587 1835622 510599003
803076 1173685 57168490
52132 381770 473860506
2100498 275980 74252147
191052 1242492 63285
774378 1911039 605896943
1123457 225156 832232828
1372162 1589960 412800230
648671 215545 571173758
1446101 724193 661435580
796696 1240982 568414636
555118 1335105 30475409
